Sub-sector,Company Name,Year,GHG Emissions (Scope 1) (tCO2e),GHG Emissions (Scope 2) (tCO2e),GHG Emissions (Scope 3) (tCO2e),Total Energy Consumption (MWhs),Total Water Consumption (ML),Total Waste Generated (t),Current Employees by Gender (Female %),New Hires and Turnover by Gender (Female %),Current Employees by Age Groups (Millennials %),Total Turnover (%),Total Number of Employees,Average Training Hours per Employee,Fatalities,High-consequence injuries,Recordable injuries,Recordable work-related ill health cases,Board Independence (%),Women on the Board (%),Women in Management Team (%),Anti-Corruption Training for Employees (%)
Software and Services,Company_24,2023,85.28453221,115.4365441,1680.21287,32987.02779,796.9391312,51.6895903,42.98467955,28.7779174,49.60453189,12.3580381,905,27.80623467,0,3,9,5,58.39361943,36.62759024,16.29153252,84.69572056
Software and Services,Company_24,2024,113.3999045,599.811866,1916.1693,34788.64191,812.5391676,62.63534539,24.13732351,34.50367332,53.71166765,8.231656086,915,17.05066537,2,0,2,0,92.3320707,44.63354961,32.52652546,70.04554776
Software and Services,Company_25,2020,444.1093221,102.2688786,1546.885426,34187.53655,446.5876124,91.17384959,35.82204437,45.97701606,62.1363447,12.81289024,147,12.95755215,0,0,9,4,96.74947361,47.09092019,12.29289998,86.74890377
Software and Services,Company_25,2021,91.67948361,129.6611962,1778.160223,19171.66844,317.5974495,45.12386596,44.98382747,11.41993764,66.34861493,12.94506819,818,47.0317488,1,3,8,5,57.51335161,43.27615761,19.33526868,63.17283667
Software and Services,Company_25,2022,470.3849654,936.6333207,357.7050687,7060.114316,568.7709561,96.10196241,46.99834514,43.24178591,51.60045838,8.444218121,904,17.15922241,1,3,3,5,99.21082031,31.84128476,13.3290054,67.0892594
Software and Services,Company_25,2023,190.5952407,485.831299,330.6081465,31543.89775,821.1923862,32.40728337,41.15960986,35.66032869,50.31738548,10.57060614,346,27.30748028,1,1,2,0,83.00686324,43.82444693,35.23801416,68.84079431
Software and Services,Company_25,2024,320.3962868,738.9954486,1951.610718,26129.81874,710.9030034,32.82718963,27.33339105,25.96737707,34.93639181,13.68549583,570,16.7108887,1,1,2,4,75.4551038,35.88241782,37.65303442,99.33742436
Software and Services,Company_26,2020,345.7849861,868.2314046,1538.290043,33631.83042,844.6461672,94.4791725,32.29975083,35.27815163,63.48101941,14.31072265,939,13.47070417,0,3,3,3,95.01547755,43.18989461,24.46571868,52.7468585
Software and Services,Company_26,2021,55.16520641,816.7607183,419.3493172,42505.00053,578.2051492,95.86250403,36.0963119,14.25803923,39.2082392,5.127197663,483,15.14636658,1,1,5,4,57.96731511,31.15682271,19.67512165,68.65907032
Software and Services,Company_26,2022,243.9731976,245.0050517,1142.085023,12296.65001,627.2770053,19.16836988,26.70177494,46.55260508,46.18428518,14.95501479,759,48.67326993,1,3,9,0,91.23829508,10.70566567,19.53847553,71.55366432
Software and Services,Company_26,2023,264.1813511,226.1255436,879.2633767,9912.899308,386.3991785,94.39859851,38.94720309,48.516578,32.64315222,18.73217826,121,42.63506295,0,2,10,5,92.97422065,49.53282006,38.01428238,71.3549035
Software and Services,Company_26,2024,459.908334,437.726089,1236.472371,29282.89257,838.8514235,27.73944454,49.01510633,16.28816148,63.18690334,12.52167594,117,22.3298723,0,3,6,0,74.63440919,14.14599449,37.83816749,58.29461211
Software and Services,Company_27,2020,377.1612659,283.6430189,1465.931679,38214.81492,556.4440303,42.44346077,34.65572691,40.19375205,49.02197024,10.2682643,312,14.06022806,2,1,2,5,55.1578768,29.96337377,18.30872098,88.45333108
Software and Services,Company_27,2021,272.572498,813.4362044,1546.172521,20401.74781,675.7519528,95.24562442,38.89650041,25.4478432,39.96753553,18.67247547,836,45.86673442,2,2,0,3,64.78844361,16.5217176,39.44021768,99.06230248
Software and Services,Company_27,2022,238.3431024,478.1747532,965.7111692,7253.364443,394.7315944,61.93570841,41.73145509,18.27648617,49.52399121,6.809913286,790,29.74728206,0,3,0,3,61.25260711,29.2146246,30.29217331,96.31623237
Software and Services,Company_27,2023,129.8064896,346.1200112,1166.332067,34429.65414,659.9072756,15.29589274,42.06332386,12.62468261,39.72362486,8.526823815,665,29.82315679,0,0,7,3,65.45150564,26.69264137,18.55123767,58.28569106
Software and Services,Company_27,2024,305.7617723,640.7538132,1379.148589,15144.51469,744.1724863,88.44472059,22.39839349,42.95377733,63.10446817,5.74198265,839,44.32164936,0,0,7,1,50.96718339,10.48536917,16.61581961,68.24043628
Software and Services,Company_28,2020,328.2637615,777.410363,1969.900254,34836.57261,689.8384954,63.0908389,43.01822778,46.38980898,58.68768002,10.47609748,491,36.27311286,0,2,4,2,52.27814033,47.20837243,29.74561383,77.38859055
Software and Services,Company_28,2021,295.5039561,440.7901424,1041.58886,6576.73288,117.7471195,12.13030541,49.61229522,23.80969519,37.50428882,5.816809381,636,11.59102094,2,3,0,4,70.12247777,11.514762,36.89180992,83.86379462
Software and Services,Company_28,2022,319.8430329,423.9403813,1831.303092,29939.46016,294.5959093,82.07510167,49.50224806,48.30558649,40.40581071,17.04510698,967,25.05996517,0,3,5,4,84.83207927,15.25672422,33.70818771,63.48626309
Software and Services,Company_28,2023,259.3576102,742.1236681,1928.756676,8428.914292,136.4100461,43.16840964,47.37693309,22.11618698,69.58404483,9.816135894,412,34.7768353,0,1,4,0,65.20851734,19.76747514,39.9016315,96.28217331
Software and Services,Company_28,2024,224.0573172,817.2767251,1483.359465,45473.70549,499.9692691,93.46169361,41.94910041,34.37349926,38.89230882,8.192368594,308,18.43546179,2,0,1,5,71.44307091,31.75027243,15.04502196,54.18483014
Software and Services,Company_29,2020,284.4612758,957.3970351,1620.816775,12258.75143,443.3389334,19.42101759,21.99843641,36.32510053,60.58817571,5.092368283,990,24.19146306,2,0,0,2,50.8445157,20.13263694,34.54195893,86.15536958
Software and Services,Company_29,2021,299.255856,137.180405,1867.514202,12195.24417,839.8530313,55.2447899,28.01298368,19.91810421,48.60649234,6.315244705,170,35.11976393,1,0,4,5,83.98378388,35.85038603,25.76764355,87.6434553
Software and Services,Company_29,2022,383.1725136,848.363598,240.866563,33836.6117,303.4211658,71.20355847,42.51192925,26.45050324,31.90135921,8.498022886,356,38.36789824,0,0,7,5,61.60431813,20.58280281,24.10094364,88.92604004
Software and Services,Company_29,2023,445.533043,804.0591136,1416.935387,39212.48389,301.6415785,23.10050726,20.66588086,49.14970791,61.40400926,12.14912476,202,46.26546058,0,1,10,5,95.17120471,14.13132913,38.2186828,52.87320836
Software and Services,Company_29,2024,107.8127271,654.0914463,1512.336732,26069.1949,139.6602196,59.65783731,34.69588782,18.38061583,58.67278159,13.70578861,468,28.58160794,1,2,3,3,60.68133464,28.61898913,26.67848322,60.78810592
Software and Services,Company_30,2020,239.2056819,951.3013718,1649.561625,8138.643511,316.8208348,59.51005433,40.16011957,35.66046092,30.87724639,18.08603416,751,31.45067,1,0,2,2,73.41607654,38.58543629,35.40193511,87.87220926
Software and Services,Company_30,2021,72.55054206,697.5208749,1144.890823,37355.56992,991.3449756,74.03582874,21.31070073,29.53161938,37.52290855,9.265352775,749,41.05479554,2,3,4,1,85.12560531,31.68785351,34.24949989,70.28844396
Software and Services,Company_30,2022,246.0201279,539.1961614,347.5492665,16518.6956,425.5650326,67.63318555,23.42677501,48.47507989,57.14447685,10.6441222,259,37.7700615,1,0,2,5,58.06848906,24.76177333,37.31912799,97.15153844
Software and Services,Company_30,2023,92.39625401,959.2579278,1669.965543,35583.4871,134.067614,70.49269575,25.47420076,15.69702089,38.36762675,7.103232382,936,22.05493862,0,0,8,2,93.5023641,25.71006133,26.57961432,57.38193252
Software and Services,Company_30,2024,173.7738734,829.568912,1751.125505,28290.20933,197.3530618,53.94566946,32.91622567,10.24213724,42.44235777,6.835234218,604,19.84138161,0,2,0,1,83.21728645,35.71224464,31.86166835,76.70346814
Software and Services,Company_31,2020,465.0074106,125.1791546,262.4901353,39305.94006,868.0078113,83.76708273,32.22894188,13.52281327,67.82996146,11.46150009,434,42.61849718,0,3,1,0,91.40302726,35.75760652,30.57105794,81.39239583
Software and Services,Company_31,2021,482.9880971,468.3390132,1986.80981,49374.11269,630.9920281,98.66509445,35.99333425,43.33805677,50.32715467,11.8970917,908,20.77764974,2,2,7,1,56.69340049,37.88330508,39.10963551,89.26350345
Software and Services,Company_31,2022,488.1272574,404.3714012,1897.34985,21728.79047,707.8199934,82.94613314,33.62701611,30.58560588,38.42919441,8.812159204,187,48.83900319,1,2,1,1,62.02421337,18.08783248,17.92779998,96.31585859
Software and Services,Company_31,2023,219.6215798,423.1951492,554.686442,12301.70865,280.0782097,21.57527144,45.56393373,24.41647432,42.76615433,16.90849261,545,19.38158181,1,0,5,4,94.5671114,44.93257949,30.12533908,56.72854816
Software and Services,Company_31,2024,435.7409114,521.838001,525.7356063,27738.88819,242.0258721,59.93252465,40.4844225,39.57116922,51.25113737,9.568405682,146,13.46967762,0,0,7,3,81.97699362,40.0562915,18.93959276,66.73460548
Software and Services,Company_32,2020,487.3996315,329.8523162,987.1858389,31029.62693,316.9877643,36.85899727,30.76746652,38.87015899,41.04272266,5.270915342,468,49.72309092,0,2,8,5,71.58700245,17.48484503,17.63538814,81.78888009
Software and Services,Company_32,2021,389.4467009,713.2807798,1812.568675,14824.96413,716.3163134,60.69041027,29.04591036,38.73024829,55.27718926,19.54196297,898,17.67934141,1,0,5,3,98.39135549,44.055179,11.99250031,79.01340732
Software and Services,Company_32,2022,367.5023425,884.3358676,1371.715759,28375.88952,930.5904251,67.24873541,34.55933231,29.5869612,47.45068712,9.217549191,751,41.6098564,2,1,10,1,61.09624698,36.52992815,11.40900671,51.12052852
Software and Services,Company_32,2023,199.2870368,835.3550589,1429.907297,35189.99127,400.2273826,48.91205043,44.95135286,35.84201939,37.07832271,19.03206399,257,43.91670051,0,1,7,5,50.6573597,48.41229042,28.72219271,90.17492944
Software and Services,Company_32,2024,117.8232768,470.059537,739.3409872,31572.68479,691.0439934,85.39488568,45.90577341,16.93213571,38.59495241,18.14323062,138,38.60450203,0,3,9,0,95.88759056,10.4076275,39.89127703,99.62816312
Software and Services,Company_33,2020,93.12567414,306.3844919,508.8080375,24463.37141,834.475005,30.14338411,33.80223023,47.47303544,69.72136832,19.00903767,988,43.15365946,0,2,3,2,68.23039129,18.2419813,15.50655474,84.3484265
Software and Services,Company_33,2021,56.85923761,626.6767404,1287.604535,30805.05342,707.6325371,62.76380922,42.50083468,27.61129164,33.11872709,15.45843398,964,12.21766671,0,3,2,2,69.19696794,18.82008127,36.62377927,55.31896403
Software and Services,Company_33,2022,58.46939175,485.3568382,1141.337574,45262.63089,144.5224233,23.44198907,32.74930526,20.98831822,57.37355897,11.26744338,974,19.03760777,1,2,0,3,91.44172343,33.91673355,11.11308526,67.96102777
Software and Services,Company_33,2023,389.7639294,597.6457137,1817.476725,16569.74176,962.1258784,56.52345909,37.46054855,22.0469205,68.20982075,14.67576983,592,33.6768819,0,3,6,2,56.38474035,41.89062293,18.52865515,58.30146584
Software and Services,Company_33,2024,358.4061631,414.8678638,1325.92823,29055.89948,118.7569095,46.41380428,43.64822576,49.09062067,67.13345368,6.73139595,997,39.15184035,2,3,3,1,90.37543632,46.30993704,19.580953,68.79613084
Software and Services,Company_34,2020,122.7000382,710.1284404,783.0057294,49926.99836,220.4832361,33.55446501,38.81295534,17.03437986,45.31186822,11.57795174,531,12.07188875,0,0,7,1,87.10286214,26.68874425,10.50042279,94.34061924
Software and Services,Company_34,2021,265.4258155,475.614007,1500.543652,25474.97598,203.1016792,89.58655751,26.67184819,49.70930034,53.75190378,14.43756578,522,11.93976015,2,1,6,3,79.03452401,32.92793204,26.39696158,67.14459065
Software and Services,Company_34,2022,110.42578,897.795796,1735.435778,21913.77917,437.9486776,22.20877906,38.38775394,46.56634515,48.2540125,5.340973105,193,10.99104142,0,3,4,4,69.65986342,40.34445713,32.39441029,65.0585414
Software and Services,Company_34,2023,249.0624528,422.1354493,1422.174702,32205.86241,675.3563084,56.36297893,40.63801394,14.76066394,44.54422308,7.159973601,369,21.30958622,0,0,1,0,74.07301488,25.59737857,36.62874621,72.31751912
Software and Services,Company_34,2024,197.1976537,349.5258804,253.6033055,44395.43045,457.2564182,71.73606618,49.44690718,29.87844753,44.0475525,16.21030463,840,40.02036363,1,1,9,0,58.02553472,44.31291561,21.76770777,52.45610867
Software and Services,Company_35,2020,55.58048598,590.4118941,475.6807112,46950.91072,434.4965907,33.60571684,41.50085284,35.55754175,37.44500021,14.3568916,503,11.80664736,0,2,8,4,75.74865347,16.89312167,33.10969642,89.73574265
Software and Services,Company_35,2021,456.6490005,166.0452291,1158.847544,47544.45962,177.5482755,40.49911148,30.83372716,46.53919708,47.10806124,13.84436013,824,28.41056152,0,3,6,2,97.10940053,18.0657636,38.92219683,93.42027072
Software and Services,Company_35,2022,102.8522407,789.517576,1613.227801,48019.09273,777.4859044,25.33976164,27.15666469,34.46054654,66.89833352,8.664755217,404,26.19005985,1,3,4,1,80.41309059,11.536156,20.82595921,75.46658293
Software and Services,Company_35,2023,81.18949946,665.1204247,329.0717112,14246.1617,212.095944,98.02590039,24.76720559,35.28692605,31.67760283,5.58817025,131,33.46251964,2,2,1,4,76.15533266,31.23433581,22.4042859,51.94088482
Software and Services,Company_35,2024,488.3913799,869.7045977,1758.462214,12848.43467,796.1573574,21.47131791,45.66670429,18.6226839,38.75231466,10.91755238,365,21.9421657,0,2,3,1,87.26630518,38.10832237,24.51574952,67.27241709
Software and Services,Company_36,2020,137.1197657,312.7771309,1363.740626,34094.87778,656.3717409,20.32156953,22.50275565,28.98254628,35.47273949,7.466718946,344,19.23081509,2,1,8,1,55.73454607,19.01193087,28.78097323,67.7996905
Software and Services,Company_36,2021,326.1952656,746.1015101,1525.624737,27358.21427,154.157484,85.77764013,42.7957575,27.10642584,53.49566353,6.719141176,298,21.19627595,0,2,3,1,66.58812187,12.56516559,38.30537808,99.35885999
Software and Services,Company_36,2022,216.1508537,979.2673943,509.7252495,45583.77204,675.394978,87.05563274,44.60294971,38.3775092,58.59773096,9.918942184,583,38.9677756,2,3,10,3,59.20755693,46.49197592,14.5232348,91.36197058
Software and Services,Company_36,2023,175.0978296,231.4697826,1103.623125,17002.49814,162.9686119,99.07323052,23.67735962,11.05103784,56.73768824,19.76980625,683,35.95332533,2,1,8,2,57.71896905,29.03976652,30.88747153,89.26751728
Software and Services,Company_36,2024,377.5767278,241.1124844,545.1240433,34436.4977,363.9247783,19.94603744,35.46394655,13.10576309,69.8797777,5.464301518,897,20.05751154,1,0,9,1,85.59815772,26.49709262,13.56625135,53.32410199
Software and Services,Company_37,2020,401.383016,586.6423231,206.5731258,32659.75432,152.6048499,76.22056965,47.10341599,28.98257123,34.07286643,11.89511542,457,14.0636819,0,2,1,3,90.89893559,11.26599811,19.97737402,98.7999673
Software and Services,Company_37,2021,338.5107833,561.9817053,1690.623337,49169.57179,409.6666845,62.17292693,40.08745037,22.01979828,53.71934858,17.39617173,617,18.40879662,2,0,10,1,83.55273814,39.29430404,38.37117245,82.66934325
Software and Services,Company_37,2022,365.6192448,766.9216282,1680.042299,49072.27687,613.9377115,73.97252244,30.26691706,45.46076619,57.01343494,17.3933693,943,40.38449243,1,0,0,0,66.64857757,25.33993466,34.52337878,69.07683434
Software and Services,Company_37,2023,244.0087548,821.9176857,1179.038643,16576.11009,463.3269141,45.64618253,49.10311511,18.77044489,68.04817877,18.30554567,665,44.15349345,1,1,1,4,67.34754252,26.46541046,34.01952031,52.63014496
Software and Services,Company_37,2024,469.7991254,412.7731627,1933.894305,49990.21632,198.3070116,72.90241691,28.42782185,38.97939437,67.34927281,10.98517805,506,32.89128036,1,3,3,1,96.3079165,15.58789649,34.37553638,89.37270861
Software and Services,Company_38,2020,151.3708504,739.2800094,1103.517003,41772.28392,800.8962557,93.80164523,36.8671563,16.37525243,30.67674416,6.430028833,147,39.89552538,0,2,10,0,60.09243111,25.15381407,33.36907666,53.30402356
Software and Services,Company_38,2021,466.9803736,581.6821567,1082.897318,20187.74544,562.151203,70.29148802,36.87236792,24.86319083,40.31333287,11.46327001,969,16.71071879,2,0,9,5,66.06042348,46.17040094,37.44268739,57.86468351
Software and Services,Company_38,2022,382.1623914,442.8446914,472.9336981,41209.65902,489.0162195,95.42332749,36.08127074,16.78775576,64.89564803,17.71628755,654,31.45597089,2,3,5,1,67.62440346,22.98093012,16.19024826,74.59023934
Software and Services,Company_38,2023,462.7955542,414.1482883,659.1716617,18936.06811,526.7080849,35.68152914,29.16832449,36.26586015,58.13801627,19.63644242,554,46.80081708,0,1,8,3,51.27605491,10.99302465,22.11911643,64.23830758
Software and Services,Company_38,2024,469.3377697,806.2177917,1956.420096,21105.91671,694.7788318,93.74934832,44.46965447,15.51816328,51.705524,15.82557824,188,15.55493619,1,1,8,2,56.19763759,11.53554011,20.94185848,54.12967382
Software and Services,Company_39,2020,392.7998241,992.5365921,843.6600883,44749.40635,435.9482855,82.68424698,32.38021236,48.287633,63.05067632,5.842560185,566,18.90711664,0,1,10,5,81.32609912,44.49405258,32.56836834,61.9359947
Software and Services,Company_39,2021,160.5196234,366.4039264,1661.540158,5073.257339,945.2101315,18.52677965,28.39884152,32.85560341,69.1823736,10.00218799,179,10.0480482,2,0,7,5,75.46504476,10.12311337,31.39548053,63.76617069
Software and Services,Company_39,2022,105.911204,374.327419,1435.28965,21886.63188,505.8588349,42.50920367,47.2880011,46.30759314,55.53270813,11.56130139,667,10.97524361,0,3,4,3,51.39124315,10.17007826,20.22597798,80.27660545
Software and Services,Company_39,2023,127.6484759,189.8707365,840.2710983,14260.80245,582.3273018,63.47635604,34.45511053,37.04014396,64.16223842,12.69327166,383,22.91800769,0,1,6,2,53.79632233,11.20689023,32.63991923,87.41822513
Software and Services,Company_39,2024,143.8906882,562.6759179,1995.114027,47448.4865,355.4644225,38.12200961,32.2859124,39.93044835,67.35534457,5.729778107,828,11.64738931,1,3,0,4,77.54575889,45.75857966,21.65750184,61.57998139
